"","kingdom","phylum","class","order","family","genus","species"
"1262","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Ptychopseustis","Ptychopseustis sharporum"
"1263","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ulotrichopus","Ulotrichopus primulina"
"1264","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Acraea","Telchinia alalonga"
"1265","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hypotephrina","Hypotephrina serrimargo"
"1266","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Victoria","Victoria albipicta"
"1267","Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Eutelia","Eutelia gilvicolor"
"1268","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Ancylolomia","Ancylolomia chrysographellus"
"1269","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Flabellobasis","Flabellobasis capensis"
"1270","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","Idaea basicostalis"
"1271","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Baliochila","Baliochila aslanga"
"1272","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acontiola","Acontiola heliastis"
"1273","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Sporetolepis","Sporetolepis platti"
"1274","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Praedora","Praedora marshalli"
"1275","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Enargeiosia","Enargeiosia elegans"
"1276","Animalia","Arthropoda","Insecta","Lepidoptera","Eupterotidae","Poloma","Poloma castanea"
"1277","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Pingasa",""
"1278","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","Spodoptera exigua"
"1279","Animalia","Arthropoda","Insecta","Lepidoptera","Hepialidae","Eudalaca",""
"1280","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","",""
"1281","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Conchylia","Conchylia pactolaria"
"1282","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Nola",""
"1283","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mentaxya","Mentaxya indigna"
"1284","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","",""
"1285","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Garella",""
"1286","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Dixeia",""
"1287","Animalia","Arthropoda","Insecta","Lepidoptera","Thyrididae","Rhodoneura",""
"1288","Animalia","Arthropoda","Insecta","Lepidoptera","Scythrididae","Eretmocera","Eretmocera laetissima"
"1289","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Prasinocyma","Prasinocyma pictifimbria"
"1290","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Mesocolpia","Mesocolpia lita"
"1291","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","Hypena tetrasticta"
"1292","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Paracroria","Paracroria griseocincta"
"1293","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Poecilmitis","Poecilmitis irene"
"1294","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Imbrasia",""
"1295","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Physcaeneura","Physcaeneura panda"
"1296","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Trimenia","Trimenia argyroplaga"
"1297","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Amata","Amata rendalli"
"1298","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Spodoptera","Spodoptera littoralis"
"1299","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Magusa","Magusa versicolora"
"1300","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pyrausta","Pyrausta tetraplagalis"
"1301","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Plateoplia","Plateoplia acrobelia"
"1302","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Odontestis","Odontestis striata"
"1303","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eulycia","Eulycia extorris"
"1304","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Bertula","Bertula inconspicua"
"1305","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neromia","Neromia rubripunctilla"
"1306","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ctenusa","Ctenusa pallida"
"1307","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Ceromitia","Ceromitia turpisella"
"1308","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Siccia","Siccia punctipennis"
"1309","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cabera","Cabera elatina"
"1310","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cabera","Cabera strigata"
"1311","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma ceresensis"
"1312","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Prionofrontia","Prionofrontia erygidia"
"1313","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Collix","Collix foraminata"
"1314","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Lophorrhachia","Lophorrhachia rubricorpus"
"1315","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Rohaniella","Rohaniella pygmaea"
"1316","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Antanartia","Antanartia hippomene"
"1317","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Mauna","Mauna ardescens"
"1318","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula minorata"
"1319","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Pitthea","Pitthea trifasciata"
"1320","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acontia","Acontia porphyrea"
"1321","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Traminda","Traminda falcata"
"1322","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lacipa","Lacipa sexpunctata"
"1323","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Trachypteryx","Trachypteryx magella"
"1324","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma exigua"
"1325","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Chytonix","Chytonix melanochlora"
"1326","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ozarba","Ozarba corniculans"
"1327","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypopyra","Hypopyra carneotincta"
"1328","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Atrasana","Atrasana postica"
"1329","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","Idaea malescripta"
"1330","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Aspilatopsis","Aspilatopsis orthobates"
"1331","Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Eutelia","Eutelia operatrix"
"1332","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Parainesis","Parainesis restricta"
"1333","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Audea","Audea blochwitzi"
"1334","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Argina","Alytarchia amanda"
"1335","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mentaxya","Mentaxya muscosa"
"1336","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Chrysoritis","Chrysoritis zonarius"
"1337","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Zebeeba","Zebeeba meceneronis"
"1338","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Sematoneura","Sematoneura africana"
"1339","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Temnora","Temnora pseudopylas"
"1340","Animalia","Arthropoda","Insecta","Lepidoptera","Metarbelidae","Salagena","Salagena tessellata"
"1341","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Zellereccopsis","Zellereccopsis caffreana"
"1342","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Moltena","Moltena fiara"
"1343","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Streblote","Streblote uniforme"
"1344","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Halseyia","Halseyia biumbrata"
"1345","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Cryptographis","Cryptographis elealis"
"1346","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Neogalea","Neogalea sunia"
"1347","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Desmeocraera","Desmeocraera nugatrix"
"1348","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Ligdia","Ligdia interrupta"
"1349","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Loryma","Loryma sentiusalis"
"1350","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Sarangesa","Sarangesa motozi"
"1351","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Birketsmithiola","Birketsmithiola sanguicosta"
"1352","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Pseudaphelia","Pseudaphelia apollinaris"
"1353","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Westermannia","Westermannia oediplaga"
"1354","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lepidochrysops","Lepidochrysops trimeni"
"1355","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Thysanoplusia","Thysanoplusia sestertia"
"1356","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Crocidosema","Crocidosema plebejana"
"1357","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lygephila","Lygephila salax"
"1358","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Ambia","Ambia chalcichroalis"
"1359","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Botyodes","Botyodes asialis"
"1360","Animalia","Arthropoda","Insecta","Lepidoptera","Zygaenidae","Neurosymploca","Neurosymploca affinis"
"1361","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Metachrostis","Metachrostis anticalis"
"1362","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Panagropsis","Panagropsis equitaria"
"1363","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Macropoliana","Macropoliana natalensis"
"1364","Animalia","Arthropoda","Insecta","Lepidoptera","Metarbelidae","Teragra","Teragra macroptera"
"1365","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Platyja","Platyja vacillans"
"1366","Animalia","Arthropoda","Insecta","Lepidoptera","Saturniidae","Nudaurelia","Nudaurelia gueinzii"
"1367","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Luceriola","Luceriola venata"
"1368","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Crothaema","Crothaema decorata"
"1369","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Zeritis","Zeritis chrysantas"
"1370","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Axiodes","Axiodes insciata"
"1371","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eudocima","Eudocima divitiosa"
"1372","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Conchyliodes","Conchyliodes distelitis"
"1373","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ceryx","Ceryx toxotes"
"1374","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides vansoni"
"1375","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tumicla","Tumicla tsonga"
"1376","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Coenobasis","Coenobasis amoena"
"1377","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Gonanticlea","Gonanticlea meridionata"
"1378","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Orthonama","Orthonama obstipata"
"1379","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hypotephrina","Hypotephrina exmotaria"
"1380","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hypotephrina","Hypotephrina confertaria"
"1381","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Corgatha","Corgatha wojtusiaki"
"1382","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma hemichiasma"
"1383","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Ectochela","Ectochela canina"
"1384","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Dixeia","Dixeia doxo"
"1385","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chiasmia","Chiasmia semitecta"
"1386","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Comostolopsis","Comostolopsis capensis"
"1387","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia octopunctata"
"1388","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Oaracta","Oaracta auricincta"
"1389","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Loxostege","Loxostege plumbatalis"
"1390","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Poecilmitis","Poecilmitis plutus"
"1391","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma scitula"
"1392","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scotopteryx","Scotopteryx nictitaria"
"1393","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Deudorix","Deudorix dinochares"
"1394","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Phalanta",""
"1395","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Tetracme","Tetracme truncataria"
"1396","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Conicofrontia","Conicofrontia sesamoides"
"1397","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Thysanoplusia","Thysanoplusia angulum"
"1398","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Bombycopsis","Bombycopsis tephrobaphes"
"1399","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Neromia","Neromia rhodomadia"
"1400","Animalia","Arthropoda","Insecta","Lepidoptera","Metarbelidae","Metarbela","Metarbela albitorquata"
"1401","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pseudenargia","Pseudenargia viettei"
"1402","Animalia","Arthropoda","Insecta","Lepidoptera","Brahmaeidae","Spiramiopsis","Spiramiopsis comma"
"1403","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Mauna","Mauna pictifimbria"
"1404","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Callicercops","Callicercops triceros"
"1405","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Digama","Digama spilosoma"
"1406","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hoplotarache","Hoplotarache mionides"
"1407","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Omphax","Omphax bacoti"
"1408","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Calesia","Calesia xanthognatha"
"1409","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Busseola","Busseola fusca"
"1410","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polyura",""
"1411","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Omphalucha","Omphalucha crenulata"
"1412","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia inconclusaria"
"1413","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Diasemia","Diasemia disjectalis"
"1414","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hypomecis","Hypomecis gonophora"
"1415","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Trymalitis","Trymalitis scalifera"
"1416","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","Hypena senialis"
"1417","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Orphanostigma","Orphanostigma abruptalis"
"1418","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Neostichtis","Neostichtis nigricostata"
"1419","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma ecthaemata"
"1420","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Abantis","Abantis venosa"
"1421","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Coeliades","Coeliades forestan"
"1422","Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Cnecophora",""
"1423","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides depicta"
"1424","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Parasa","Parasa gemmans"
"1425","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Aroa","Aroa difficilis"
"1426","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula internata"
"1427","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Fodina","Fodina embolophora"
"1428","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Salbia","Salbia haemorrhoidalis"
"1429","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Isturgia","Isturgia exerraria"
"1430","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Stugeta","Stugeta subinfuscata"
"1431","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia rubiginifera"
"1432","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Oedicentra","Oedicentra albipennis"
"1433","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Platylesches","Platylesches robustus"
"1434","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Anthene","Anthene lindae"
"1435","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Charaxes","Charaxes guderiana"
"1436","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Dira","Dira jansei"
"1437","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chloropoea","Chloropoea eurytus"
"1438","Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Cabomina","Cabomina hilariformis"
"1439","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ilemodes","Ilemodes heterogyna"
"1440","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Auchenisa","Auchenisa roseotincta"
"1441","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Aedia","Aedia virescens"
"1442","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Melouia","Melouia krooni"
"1443","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Digama","Digama aganais"
"1444","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Pelopidas","Pelopidas mathias"
"1445","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Charaxes","Charaxes etesipe"
"1446","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Euchromius","Euchromius ocellea"
"1447","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Plecoptera","Plecoptera melalepis"
"1448","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Obolcola","Obolcola decisa"
"1449","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hypochrosis","Hypochrosis meridionalis"
"1450","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Choristoneura","Choristoneura heliaspis"
"1451","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Notocerura","Notocerura spiritalis"
"1452","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acontia","Acontia tetragonisa"
"1453","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cautatha","Cautatha drepanodes"
"1454","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Bocchoris","Bocchoris nuclealis"
"1455","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Didymonyx","Didymonyx infumata"
"1456","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Euproctis",""
"1457","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Terastia",""
"1458","Animalia","Arthropoda","Insecta","Lepidoptera","Thyrididae","Dysodia","Dysodia antennata"
"1459","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Euphyia","Euphyia distinctata"
"1460","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Galtara","Galtara pulverata"
"1461","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Pardasena","Pardasena virgulana"
"1462","Animalia","Arthropoda","Insecta","Lepidoptera","Peleopodidae","Odites","Odites sucinea"
"1463","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Anthophila","Anthophila dryodora"
"1464","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Conservula","Conservula cinisigna"
"1465","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pinacia","Pinacia gigantalis"
"1466","Animalia","Arthropoda","Insecta","Lepidoptera","Depressariidae","Cryptolechia","Cryptolechia ammopleura"
"1467","Animalia","Arthropoda","Insecta","Lepidoptera","Lacturidae","Gymnogramma","Gymnogramma pyrozancla"
"1468","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Mimoclystia","Mimoclystia pudicata"
"1469","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Thalassodes","Thalassodes quadraria"
"1470","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Metallochlora","Metallochlora grisea"
"1471","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Nephele","Nephele peneus"
"1472","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Glyphodes","Glyphodes sycina"
"1473","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chiasmia","Chiasmia brongusaria"
"1474","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Heliothis","Heliothis peltigera"
"1475","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Microligia","Microligia pseudodolosa"
"1476","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Pardasena","Pardasena roeselioides"
"1477","Animalia","Arthropoda","Insecta","Lepidoptera","Hepialidae","Eudalaca","Eudalaca homoterma"
"1478","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Cynaeda","Cynaeda distictalis"
"1479","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Antanartia","Antanartia dimorphica"
"1480","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Pseudolarentia","Pseudolarentia megalaria"
"1481","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Lygropia","Lygropia tetraspilalis"
"1482","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Amata","Amata pseudosimplex"
"1483","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Lepidochrysops","Lepidochrysops frederikeae"
"1484","Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Paranola","Paranola bipartita"
"1485","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Aethaloessa","Aethaloessa floridalis"
"1486","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypenodes","Hypenodes nigricolora"
"1487","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucotrachea","Leucotrachea leucomelanica"
"1488","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Anedhella","Anedhella interrupta"
"1489","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Poecilmitis","Poecilmitis pelion"
"1490","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Ulopeza","Ulopeza conigeralis"
"1491","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eulycia","Eulycia grisea"
"1492","Animalia","Arthropoda","Insecta","Lepidoptera","Stathmopodidae","Stathmopoda","Stathmopoda maculata"
"1493","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Alenia","Alenia namaqua"
"1494","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eublemma","Eublemma decora"
"1495","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Odontosida","Odontosida magnificum"
"1496","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Bareia","Bareia incidens"
"1497","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Aloeides","Aloeides margaretae"
"1498","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Conotalis","Conotalis nigrisquamalis"
"1499","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Autocharis","Autocharis albiplaga"
"1500","Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Eutelia","Eutelia albidisca"
"1501","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Orachrysops",""
"1502","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Cyana","Cyana rejecta"
"1503","Animalia","Arthropoda","Insecta","Lepidoptera","Limacodidae","Taeda","Taeda pusilla"
"1504","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Harpendyreus","Harpendyreus tsomo"
"1505","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Dingana","Dingana angusta"
"1506","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Callopistria","Callopistria maillardi"
"1507","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Oraesia","Oraesia provocans"
"1508","Animalia","Arthropoda","Insecta","Lepidoptera","Zygaenidae","Neurosymploca","Neurosymploca concinna"
"1509","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Coenina","Coenina dentataria"
"1510","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Paschiodes","Paschiodes mesoleucalis"
"1511","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Lasiochlora","Lasiochlora diducta"
"1512","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Palpita","Palpita metallata"
"1513","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Actizera","Actizera stellata"
"1514","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hebdomophruda","Hebdomophruda sculpta"
"1515","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Antharmostes","Antharmostes papilio"
"1516","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Tarucus","Tarucus bowkeri"
"1517","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Anobostra","Anobostra varians"
"1518","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Phodoryctis","Phodoryctis caerulea"
"1519","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Chrysoritis","Chrysoritis pyroeis"
"1520","Animalia","Arthropoda","Insecta","Lepidoptera","Scythrididae","Eretmocera","Eretmocera impactella"
"1521","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Theretra","Theretra orpheus"
"1522","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cryphia","Cryphia leucomelaena"
"1523","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Callopistria","Callopistria latreillei"
"1524","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Honeyia","Honeyia clearchus"
